id,birthdate,career_ast,career_fg,career_fg3,career_ft,career_g,career_per,career_pts,career_trb,career_ws,career_efg,college,draft_round,draft_year,height,name,position,shoots,weight,birth_year,birth_month,birth_day,career_ast normalized,career_fg normalized,career_fg3 normalized,career_ft normalized,career_g normalized,career_per normalized,career_pts normalized,career_trb normalized,career_ws normalized,career_efg normalized,height normalized,weight normalized,attended_college,Point Guard,Shooting Guard,Small Forward,Power Forward,Center,Forward,Guard,career_revenue,adjusted_career_revenue
hensost01,1968-02-02,2.0,40.3,43.2,86.9,238,11.5,3.1,0.7,3.8,48.6,Kansas State University,2nd round,1990,71,Steve Henson,Point Guard,Right,177,1968,2,2,0.25834238805402887,-0.43731261025673485,1.3840996827066983,1.102128186003471,-0.3609503827022699,-0.11869202823824368,-0.8655394288843901,-1.1455412495987187,-0.5077064345253376,0.31460661707151155,-2.2252098182210145,-1.400393124623991,1,1,0,0,0,0,0,1,992250,763567
hernaju01,1995-09-28,0.6,43.7,36.6,76.4,157,11.7,5.1,3.2,5.1,54.0,N/A,1st round,2016,81,Juan Hernangomez,Power Forward,Right,230,1995,9,28,-0.6796900438664699,-0.017221472001687072,0.9750964474184335,0.43162162949397,-0.6024182066219218,-0.08124805253742431,-0.46481170829499124,-0.05324396481303491,-0.4637992623683595,0.9642224589334205,0.6156392918750757,0.6193175302809041,0,0,0,0,1,0,1,0,4064280,2001474
hernawi01,1994-05-27,1.1,53.0,36.4,69.6,178,19.8,7.0,5.6,7.8,54.3,N/A,2nd round,2015,83,Willy Hernangomez,Center,Right,240,1994,5,27,-0.3446784610377203,1.131851347343,0.9627024099854556,-0.002611188055040916,-0.5398154374575675,1.4352329633457657,-0.08412037373506216,0.9953614285812211,-0.37260744327309736,1.0003122279257484,1.1838091138942937,1.0003950123384315,0,0,0,0,0,1,0,0,2810750,1384173
herrech01,1975-09-27,2.4,33.6,32.8,69.2,70,7.8,3.2,1.0,0.5,42.7,"Boston College, California State University, Fresno",2nd round,1999,74,Chris Herren,Point Guard,Right,197,1975,9,27,0.5263516543170285,-1.2651392650534448,0.7396097361918567,-0.02815429496968803,-0.8617725360171034,-0.8114055787034045,-0.8455030428549202,-1.0144655754244365,-0.6191631023084357,-0.39515883977761124,-1.3729550851921872,-0.6382381605089361,1,1,0,0,0,0,0,1,618844,421687
herreca01,1966-12-14,0.6,47.6,14.3,64.3,465,10.5,5.3,3.6,9.0,47.6,"Jacksonville University, University of Houston",2nd round,1990,81,Carl Herrera,Power Forward,Right,215,1966,12,14,-0.6796900438664699,0.46464777482027847,-0.4068387263585819,-0.34105735467412224,0.3157557411219396,-0.3059119067423412,-0.4247389362360513,0.12152360075267443,-0.33207774589742534,0.19430738709708392,0.6156392918750757,0.04770130719461309,1,0,0,0,1,0,1,0,10887500,7918943
hezonma01,1995-02-25,1.3,41.7,32.1,81.1,277,10.7,7.3,3.0,2.4,48.3,N/A,1st round,2015,80,Mario Hezonja,Small Forward,Right,225,1995,2,25,-0.21067382790622052,-0.2643339062693618,0.6962306051764349,0.7317531357410793,-0.24468809711132644,-0.26846793104152183,-0.02401121564665235,-0.14062774759588967,-0.5549910814636216,0.27851684807918275,0.3315543808654667,0.42877878925214047,0,0,0,1,0,0,1,0,11729640,5809382
hibbero01,1986-12-11,1.3,46.5,25.0,75.5,662,15.5,10.0,6.3,35.9,46.5,Georgetown University,1st round,2008,86,Roy Hibbert,Center,Right,270,1986,12,11,-0.21067382790622052,0.3287359359730572,0.2562422763057259,0.37414963893601244,0.9030293375685002,0.6301874857781463,0.5169712071490363,1.3012046683212126,0.5764629702738899,0.061978234125213374,2.0360638469231205,2.1436274585110136,1,0,0,0,0,1,0,0,70684162,36364752
hicksjj01,1988-09-04,0.8,50.5,0.0,61.7,534,16.1,9.5,6.8,21.9,50.5,North Carolina State University,1st round,2008,81,J.J. Hickson,Center and Power Forward,Right,242,1988,9,4,-0.5456854107349701,0.8229608045084067,-1.2930124028164887,-0.5070875496193317,0.5214505540905319,0.7425194128806051,0.41678927700168655,1.5196641252783494,0.10361650089104925,0.5431751540229238,0.6156392918750757,1.076610508749937,1,0,0,0,1,1,1,0,27153724,14109077
hieldbu01,1992-12-17,2.0,44.6,41.9,87.4,244,15.4,14.9,4.0,10.0,54.5,University of Oklahoma,1st round,2016,76,Buddy Hield,Shooting Guard,Right,214,1992,12,17,0.25834238805402887,0.09397912341876638,1.3035384393923428,1.1340570696467807,-0.34306387722674014,0.6114654979277366,1.4987541225930638,0.29629116631838376,-0.2983029980843653,1.0243720739206343,-0.8047852631729693,0.009593558988860352,1,0,1,0,0,0,0,1,7192680,3542070
higgiro01,1960-01-31,1.6,46.5,34.2,80.8,779,13.5,9.0,3.6,37.8,49.8,"California State University, Fresno",2nd round,1982,79,Rod Higgins,Power Forward and Small Forward,Right,200,1960,1,31,-0.009666878208970739,0.3287359359730572,0.826367998222701,0.7125958055550937,1.2518161943413306,0.25574772876995133,0.31660734685433684,0.12152360075267443,0.6406349911187039,0.4589656930408242,0.04746946985585768,-0.5239149158916779,1,0,0,1,1,0,1,0,2065800,1780453
higgise01,1968-12-30,1.0,42.8,32.1,85.0,220,9.5,6.3,1.8,0.4,46.4,University of Michigan,2nd round,1990,81,Sean Higgins,Power Forward and Small Forward,Right,205,1968,12,30,-0.4116807776034703,-0.1284220674221414,0.6962306051764349,0.9807984281588943,-0.4146098991288592,-0.4931317852464387,-0.22437507594135184,-0.6649304442930178,-0.6225405770897418,0.04994831112777044,0.6156392918750757,-0.33337617486291427,1,0,0,1,1,0,1,0,1672250,1252189
hilarne01,1982-09-13,1.8,54.8,13.2,66.0,965,17.1,11.3,6.0,73.3,54.8,N/A,1st round,2002,83,Nene,Power Forward and Center,Right,250,1982,9,13,0.12433775492252906,1.354252538183907,-0.47500593223995946,-0.2324991502868695,1.8062978640827536,0.9297392913847026,0.7774442255321458,1.1701289941469306,1.8396385384823355,1.0604618429129622,1.1838091138942937,1.3814724943959589,0,0,0,0,1,1,1,0,129124129,69677360
hillge01,1986-05-04,3.2,45.3,37.8,80.1,726,14.9,11.2,3.1,59.9,52.2,Indiana University-Purdue University Indianapolis,1st round,2008,75,George Hill,Point Guard,Right,188,1986,5,4,1.062370186843028,0.180468475412452,1.0494606720162996,0.6678953684544602,1.0938187293074844,0.5178555586756879,0.7574078395026755,-0.0969358562044623,1.3870569177873313,0.7476838449794512,-1.0888701741825784,-0.9812078943607108,1,1,0,0,0,0,0,1,65331400,33035958
hillgr01,1972-10-05,4.1,48.3,31.4,76.9,1026,19.0,16.7,6.0,99.9,49.2,Duke University,1st round,1994,80,Grant Hill,Shooting Guard and Small Forward,Right,225,1972,10,5,1.665391035934777,0.5511371268139641,0.6528514741610127,0.4635505131372796,1.988144003083973,1.2854570605424875,1.8594090711235225,1.1701289941469306,2.738046830309733,0.3867861550561683,0.3315543808654667,0.42877878925214047,1,0,1,1,0,0,1,1,142854650,90634217
hilljo01,1987-07-27,0.8,49.7,13.6,69.9,409,16.3,7.9,5.8,16.4,49.7,University of Arizona,1st round,2009,82,Jordan Hill,Center and Power Forward,Right,235,1987,7,27,-0.5456854107349701,0.7241158308013371,-0.450217857374004,0.016546142130945553,0.14881502335032842,0.7799633885814244,0.09620710053016746,1.0827452113640759,-0.08214461208078101,0.4469357700433821,0.8997242028846847,0.8098562713096679,1,0,0,0,1,1,1,0,32116067,16615376
hillso01,1991-03-18,1.5,39.5,32.9,80.9,305,9.0,5.9,3.3,9.2,46.7,University of Arizona,1st round,2013,79,Solomon Hill,Small Forward,Right,225,1991,3,18,-0.07666919477472071,-0.5361575839638044,0.7458067549083456,0.7189815822837562,-0.16121773822552085,-0.5867417244984874,-0.30452062005923153,-0.009552073421607717,-0.3253227963348133,0.08603808012009924,0.04746946985585768,0.42877878925214047,1,0,0,1,0,0,1,0,27386153,13544354
hillty01,1968-03-19,0.8,50.2,0.0,64.3,801,14.0,9.4,8.6,56.2,50.2,Xavier University,1st round,1990,81,Tyrone Hill,Power Forward and Center,Right,240,1968,3,19,-0.5456854107349701,0.7858939393682558,-1.2930124028164887,-0.34105735467412224,1.3174000477516066,0.3493576680220001,0.39675289097221667,2.306118170324041,1.262090350879009,0.5070853850305959,0.6156392918750757,1.0003950123384315,1,0,0,0,1,1,1,0,51006229,35568353
hinriki01,1981-01-02,4.8,41.1,37.5,80.0,879,12.8,10.9,2.9,52.5,48.0,University of Kansas,1st round,2003,76,Kirk Hinrich,Point Guard and Shooting Guard,Right,190,1981,1,2,2.1344072518950266,-0.3384676365496644,1.0308696158668331,0.6615095917257986,1.5499246189334936,0.12469381381708321,0.6972986814142659,-0.18431963898731707,1.1371237839706867,0.2424270790868548,-0.8047852631729693,-0.9049923979492053,1,1,1,0,0,0,0,1,71692268,39669387
hinsoro01,1961-05-02,1.0,49.9,0.0,74.1,507,14.7,14.2,6.8,30.2,49.9,Rutgers University,1st round,1983,81,Roy Hinson,Small Forward and Power Forward,Right,210,1961,5,2,-0.4116807776034703,0.7488270742281041,-1.2930124028164887,0.28474876473474525,0.44096127945064795,0.4804115829748682,1.358499420386774,1.5196641252783494,0.3839469077394477,0.4709956160382671,0.6156392918750757,-0.1428374338341506,1,0,0,1,1,0,1,0,8510500,6967909
hobsoda01,1987-09-29,1.2,15.4,0.0,0.0,5,-3.3,0.8,0.6,-0.2,15.4,University of New Mexico,2nd round,2010,79,Darington Hobson,Shooting Guard,Left,210,1987,9,29,-0.2776761444719705,-3.513862416889285,-1.2930124028164887,-4.447111791203733,-1.055543012002009,-2.889546230098887,-1.326376307562199,-1.189233140990146,-0.6428054257775777,-3.6793278180794857,0.04746946985585768,-0.1428374338341506,1,0,1,0,0,0,0,1,348962,188141
hodgedo01,1969-02-25,0.8,43.7,28.6,71.1,249,10.5,4.7,3.2,1.8,43.9,Temple University,2nd round,1991,84,Donald Hodge,Center and Power Forward,Right,230,1969,2,25,-0.5456854107349701,-0.017221472001687072,0.47933495009932486,0.0931754628748878,-0.328158455997132,-0.3059119067423412,-0.544957252412871,-0.05324396481303491,-0.5752559301514577,-0.2507997638082986,1.4678940249039027,0.6193175302809041,1,0,0,0,1,1,1,0,3830000,2888768
hodgeju01,1983-11-18,0.8,44.0,0.0,50.0,23,10.7,1.2,0.7,0.0,44.0,North Carolina State University,1st round,2005,79,Julius Hodge,Shooting Guard,Right,210,1983,11,18,-0.5456854107349701,0.019845393138463785,-1.2930124028164887,-1.2542234268727759,-1.00188349557542,-0.26846793104152183,-1.246230763444319,-1.1455412495987187,-0.6360504762149658,-0.23876984081085567,0.04746946985585768,-0.1428374338341506,1,0,1,0,0,0,0,1,2383560,1415879
hodgecr01,1960-06-27,2.5,46.1,40.0,82.8,695,11.8,8.5,1.3,27.2,51.6,"California State University, Long Beach",3rd round,1982,74,Craig Hodges,Point Guard and Shooting Guard,Right,190,1960,6,27,0.5933539708827784,0.27931344911952244,1.1857950837790547,0.840311340128332,1.001405117683914,-0.0625260646870143,0.21642541670698706,-0.8833899012501544,0.28262266430026756,0.6755043069947944,-1.3729550851921872,-0.9049923979492053,1,1,1,0,0,0,0,1,2590000,2200047
hoibefr01,1972-10-15,1.6,43.1,39.6,85.4,541,13.7,5.4,2.7,27.6,51.4,Iowa State University,2nd round,1995,76,Fred Hoiberg,Shooting Guard,Right,203,1972,10,15,-0.009666878208970739,-0.09135520228198966,1.1610070089130993,1.0063415350735423,0.5423181438119833,0.2931917044707707,-0.40470255020658125,-0.27170342177017165,0.2961325634254916,0.6514444609999085,-0.8047852631729693,-0.40959167127441976,1,0,1,0,0,0,0,1,10432079,6790276
holcora01,1979-08-08,0.0,100.0,0.0,0.0,4,8.2,0.5,0.3,0.0,100.0,"California State University, Fresno, San Diego State University",2nd round,2002,81,Randy Holcomb,Small Forward,Left,225,1979,8,8,-1.0817039432609694,6.938993552633357,-1.2930124028164887,-4.447111791203733,-1.0585240962479308,-0.7365176273017655,-1.386485465650609,-1.320308815164428,-0.6360504762149658,6.497987037757091,0.6156392918750757,0.42877878925214047,1,0,0,1,0,0,1,0,52033,31411
holidjr01,1990-06-12,6.4,45.2,35.5,78.4,652,16.9,15.6,3.8,39.1,49.8,"University of California, Los Angeles",1st round,2009,76,Jrue Holiday,Point Guard and Shooting Guard,Right,205,1990,6,12,3.2064443169470254,0.16811285369906898,0.906929241537056,0.5593371640672083,0.873218495109284,0.8922953156838825,1.6390088247993535,0.208907383535529,0.6845421632756822,0.4589656930408242,-0.8047852631729693,-0.33337617486291427,1,1,1,0,0,0,0,1,74245163,37287434
holliry01,1984-10-10,0.3,58.4,0.0,64.9,518,11.0,3.7,2.2,10.4,58.4,"University of California, Los Angeles",2nd round,2006,84,Ryan Hollins,Center and Power Forward,Right,240,1984,10,10,-0.8806969935637197,1.7990549198657217,-1.2930124028164887,-0.3027426943021502,0.47375320615578587,-0.21230196749029243,-0.7453211127075704,-0.49016287872730835,-0.28479309895914123,1.4935390708209018,1.4678940249039027,1.0003950123384315,1,0,0,0,1,1,1,0,13414962,7207080
holliro01,1995-01-03,2.0,44.4,22.3,73.9,234,14.6,9.9,5.9,9.1,45.5,University of Arizona,1st round,2015,79,Rondae Hollis-Jefferson,Small Forward,Left,217,1995,1,3,0.25834238805402887,0.06926787999199856,0.08892277096052674,0.27197721127742214,-0.3728747196859564,0.4616895951244585,0.49693482111956644,1.1264371027555036,-0.3287002711161193,-0.05832099584921424,0.04746946985585768,0.12391680360611856,1,0,0,1,0,0,1,0,4202462,2081248
holmeri01,1993-10-15,0.9,56.5,25.7,70.6,226,18.5,7.7,4.4,12.4,58.1,Bowling Green State University,2nd round,2015,82,Richaun Holmes,Center and Power Forward,Right,235,1993,10,15,-0.4786830941692202,1.5642981073114308,0.29962140732114784,0.06124657923157823,-0.3967233936533294,1.191847121290439,0.05613432847122752,0.4710587318840933,-0.21724360333302115,1.457449301828574,0.8997242028846847,0.8098562713096679,1,0,0,0,1,1,1,0,3547213,1754165
holtomi01,1961-08-04,3.0,44.1,25.7,80.7,325,10.5,6.2,1.4,4.8,44.9,"University of California, Los Angeles",3rd round,1983,76,Mike Holton,Point Guard and Shooting Guard,Left,185,1961,8,4,0.9283655537115281,0.0322010148518477,0.29962140732114784,0.7062100288264321,-0.1015960533070883,-0.3059119067423412,-0.24441146197082173,-0.8396980098587272,-0.4739316867122775,-0.13050053383387097,-0.8047852631729693,-1.095531138977969,1,1,1,0,0,0,0,1,670000,566635
honeyje01,1974-10-20,0.7,39.1,36.2,63.2,54,10.6,5.1,1.9,0.3,45.8,Tulane University,2nd round,1997,81,Jerald Honeycutt,Power Forward,Right,245,1974,10,20,-0.6126877273007201,-0.5855800708173391,0.9503083725524782,-0.4113008986894029,-0.9094698839518494,-0.2871899188919315,-0.46481170829499124,-0.6212385529015905,-0.6259180518710478,-0.022231226856886298,0.6156392918750757,1.190933753367195,1,0,0,0,1,0,1,0,1060000,737058
honeyty01,1990-07-15,0.4,31.4,20.0,71.4,24,8.1,1.2,1.0,-0.1,32.9,"University of California, Los Angeles",2nd round,2011,80,Tyler Honeycutt,Small Forward,Right,188,1990,7,15,-0.8136946769979698,-1.5369629427478873,-0.05360865951871704,0.11233279306087428,-0.9989024113294982,-0.7552396151521752,-1.246230763444319,-1.0144655754244365,-0.6394279509962718,-1.5740912935270024,0.3315543808654667,-0.9812078943607108,1,0,0,1,0,0,1,0,1684875,892698
hoodro01,1992-10-20,1.9,42.2,36.7,84.1,320,13.2,12.6,2.8,16.0,50.2,"Mississippi State University, Duke University",1st round,2014,80,Rodney Hood,Shooting Guard,Left,206,1992,10,20,0.1913400714882789,-0.2025557977024431,0.9812934661349225,0.9233264376009367,-0.11650147453669644,0.19958176521872192,1.0379172439152549,-0.22801153037874444,-0.09565451120600499,0.5070853850305959,0.3315543808654667,-0.2952684266571615,1,0,1,0,0,0,0,1,6432184,3193745
hoppeda01,1964-03-13,0.6,51.8,20.0,75.1,169,11.3,5.0,3.8,3.6,51.9,University of Nebraska,3rd round,1986,83,Dave Hoppen,Center,Right,235,1964,3,13,-0.6796900438664699,0.983583886782395,-0.05360865951871704,0.3486065320213644,-0.5666451956708622,-0.15613600393906304,-0.48484809432446113,0.208907383535529,-0.5144613840879496,0.7115940759871223,1.1838091138942937,0.8098562713096679,1,0,0,0,0,1,0,0,1175000,982972
hopsode01,1965-04-22,1.6,43.1,27.1,76.5,334,13.3,10.9,2.8,7.1,44.0,Ohio State University,1st round,1987,77,Dennis Hopson,Small Forward and Shooting Guard,Right,200,1965,4,22,-0.009666878208970739,-0.09135520228198966,0.386379669351992,0.43800740622263157,-0.07476629509379365,0.21830375306913197,0.6972986814142659,-0.22801153037874444,-0.39624976674223944,-0.23876984081085567,-0.5207003521633603,-0.5239149158916779,1,0,1,1,0,0,1,1,2983350,2538896
horfoal01,1986-06-03,3.2,52.5,36.8,75.4,786,18.9,14.1,8.4,85.7,54.6,University of Florida,1st round,2007,82,Al Horford,Center,Right,245,1986,6,3,1.062370186843028,1.0700732387760814,0.987490484851411,0.36776386220735086,1.272683784062782,1.2667350726920776,1.338463034357304,2.218734387541187,2.2584454113642805,1.0364019969180773,0.8997242028846847,1.190933753367195,1,0,0,0,0,1,0,0,131799522,67472133
horfoti01,1966-01-19,0.1,30.0,0.0,62.8,63,4.4,1.5,1.3,-0.5,30.0,University of Miami,2nd round,1988,85,Tito Horford,Center,Right,245,1966,1,19,-1.0147016266952196,-1.7099416467352593,-1.2930124028164887,-0.43684400560405096,-0.8826401257385548,-1.447953165617336,-1.1861216053559094,-0.8833899012501544,-0.6529378501214957,-1.9229590604528424,1.7519789359135116,1.190933753367195,1,0,0,0,0,1,0,0,107000,95289
hornaje01,1963-05-03,4.9,49.6,40.3,87.7,1077,17.7,14.5,3.4,108.9,53.0,Iowa State University,2nd round,1986,75,Jeff Hornacek,Point Guard and Shooting Guard,Right,190,1963,5,3,2.2014095684607766,0.7117602090879532,1.204386139928521,1.1532143998327662,2.140179299625976,1.0420712184871608,1.418608578475184,0.034139817969819665,3.0420195606272737,0.8439232289589929,-1.0888701741825784,-0.9049923979492053,1,1,1,0,0,0,0,1,25962400,18958854
horryro01,1970-08-25,2.1,42.5,34.1,72.6,1107,13.4,7.0,4.8,66.3,48.4,University of Alabama,1st round,1992,81,Robert Horry,Power Forward and Small Forward,Right,220,1970,8,25,0.3253447046197788,-0.16548893256229227,0.8201709795062121,0.18896211380481653,2.229611827003625,0.23702574091954165,-0.08412037373506216,0.6458262974498025,1.6032153037909151,0.2905467710766257,0.6156392918750757,0.23824004822337677,1,0,0,1,1,0,1,0,53745000,35757298
houseed01,1978-05-14,1.6,40.9,39.0,85.1,717,13.2,7.5,1.7,20.0,49.0,Arizona State University,2nd round,2000,73,Eddie House,Shooting Guard and Point Guard,Right,180,1978,5,14,-0.009666878208970739,-0.3631788799764322,1.123824896614166,0.9871842048875559,1.0669889710941898,0.19958176521872192,0.016061556412287584,-0.7086223356844452,0.03944448004623521,0.36272630906128245,-1.6570399962017963,-1.2860698800067327,1,1,1,0,0,0,0,1,14158572,8238393
houstal01,1971-04-20,2.4,44.4,40.2,86.3,839,14.9,17.3,2.9,55.3,49.8,University of Tennessee,1st round,1993,78,Allan Houston,Shooting Guard,Right,200,1971,4,20,0.5263516543170285,0.06926787999199856,1.1981891212120326,1.0638135256314991,1.4306812490966283,0.5178555586756879,1.9796273873003425,-0.18431963898731707,1.2316930778472548,0.4589656930408242,-0.23661544115375133,-0.5239149158916779,1,0,1,0,0,0,0,1,117556500,76705428
houstby01,1969-11-22,0.5,45.6,25.6,67.6,214,10.2,3.9,3.0,3.9,46.4,Oklahoma State University,1st round,1992,77,Byron Houston,Power Forward,Right,250,1969,11,22,-0.7466923604322199,0.21753534055260376,0.29342438860465914,-0.1303267226282792,-0.432496404604389,-0.3620778702935706,-0.7052483406486306,-0.14062774759588967,-0.5043289597440316,0.04994831112777044,-0.5207003521633603,1.3814724943959589,1,0,0,0,1,0,1,0,2600000,1958961
howardw01,1985-12-08,1.5,58.3,9.5,56.7,1044,21.6,17.4,12.6,128.9,58.3,N/A,1st round,2004,83,Dwight Howard,Power Forward and Center,Right,265,1985,12,8,-0.07666919477472071,1.7866992981523377,-0.7042956247500471,-0.8263763860524274,2.0418035195105624,1.7722287446531413,1.9996637733298122,4.053793825981135,3.7175145168884747,1.481509147823459,1.1838091138942937,1.95308871748225,0,0,0,0,1,1,1,0,213765862,112300012
howarjo01,1980-04-28,1.6,44.8,33.2,77.0,507,16.7,14.3,5.7,38.0,47.6,Wake Forest University,1st round,2003,79,Josh Howard,Small Forward,Right,210,1980,4,28,-0.009666878208970739,0.11869036684553333,0.7643978110578125,0.46993628986594116,0.44096127945064795,0.8548513399830632,1.3785358064162443,1.0390533199726488,0.6473899406813161,0.19430738709708392,0.04746946985585768,-0.1428374338341506,1,0,0,1,0,0,1,0,40442778,22638164
howarju01,1973-02-07,2.2,46.9,12.0,76.4,1208,14.6,13.4,6.1,59.4,46.9,University of Michigan,1st round,1994,81,Juwan Howard,Small Forward and Power Forward and Center,Right,240,1973,2,7,0.39234702118552883,0.37815842282659196,-0.5493701568378258,0.43162162949397,2.530701335841709,0.4616895951244585,1.1982083321510146,1.2138208855383579,1.3701695438808013,0.11009792611498426,0.6156392918750757,1.0003950123384315,1,0,0,1,1,1,1,0,151465633,98970290
hubbaph01,1956-12-13,1.3,49.5,3.8,70.6,665,13.9,10.9,5.3,29.0,49.5,University of Michigan,1st round,1979,80,Phil Hubbard,Power Forward and Small Forward,Right,215,1956,12,13,-0.21067382790622052,0.6994045873745693,-1.057525691589912,0.06124657923157823,0.9119725903062651,0.3306356801715904,0.6972986814142659,0.8642857544069392,0.34341721036377565,0.4228759240484962,0.3315543808654667,0.04770130719461309,1,0,0,1,1,0,1,0,1325060,1238091
hudsole01,1984-08-07,1.2,37.5,27.7,80.6,57,13.0,4.7,1.4,0.2,43.1,University of Tennessee at Martin,2nd round,2009,75,Lester Hudson,Shooting Guard and Point Guard,Right,190,1984,8,7,-0.2776761444719705,-0.7832700182314791,0.423561781650925,0.6998242520977697,-0.9005266312140845,0.16213778951790256,-0.544957252412871,-0.8396980098587272,-0.6292955266523538,-0.34703914778784034,-1.0888701741825784,-0.9049923979492053,1,1,1,0,0,0,0,1,641552,349460
huestjo01,1991-12-19,0.3,34.6,31.2,24.0,76,6.0,2.5,2.4,0.7,44.1,Stanford University,1st round,2014,79,Josh Huestis,Power Forward,Right,230,1991,12,19,-0.8806969935637197,-1.1415830479196074,0.640457436728035,-2.9145253763248737,-0.8438860305415736,-1.1484013600107799,-0.9857577450612098,-0.40277909594445377,-0.6124081527458237,-0.22673991781341274,0.04746946985585768,0.6193175302809041,1,0,0,0,1,0,1,0,3803102,1881819
hugheri01,1962-07-19,0.9,40.9,17.6,58.3,68,8.2,5.2,1.7,-0.5,41.3,Loyola University of Chicago,1st round,1985,77,Alfredrick Hughes,Shooting Guard,Right,215,1962,7,19,-0.4786830941692202,-0.3631788799764322,-0.20233710871444954,-0.7242039583938371,-0.8677347045089466,-0.7365176273017655,-0.4447753222655212,-0.7086223356844452,-0.6529378501214957,-0.5635777617418106,-0.5207003521633603,0.04770130719461309,1,0,1,0,0,0,0,1,177830,171773
hugheed01,1960-05-26,1.6,41.6,36.4,69.2,97,8.9,3.1,1.0,1.5,46.6,Colorado State University,7th round,1982,70,Eddie Hughes,Point Guard,Right,165,1960,5,26,-0.009666878208970739,-0.2766895279827457,0.9627024099854556,-0.02815429496968803,-0.7812832613772194,-0.6054637123488971,-0.8655394288843901,-1.0144655754244365,-0.5853883544953757,0.0740081571226563,-2.509294729230623,-1.8576861030930236,1,1,0,0,0,0,0,1,100000,89812
hughela01,1979-01-23,3.1,40.6,30.9,75.7,727,14.9,14.1,4.2,32.3,43.5,Saint Louis University,1st round,1998,77,Larry Hughes,Shooting Guard and Point Guard and Small Forward,Right,184,1979,1,23,0.995367870277278,-0.40024574511658306,0.6218663805785685,0.38692119239333644,1.096799813553406,0.5178555586756879,1.338463034357304,0.38367494910123856,0.4548738781468737,-0.2989194557980695,-0.5207003521633603,-1.1336388871837217,1,1,1,1,0,0,1,1,84845538,50174742
hummero01,1989-03-08,0.5,41.8,34.3,86.7,98,9.6,3.9,2.7,1.9,48.7,Purdue University,2nd round,2012,80,Robbie Hummel,Small Forward,Right,215,1989,3,8,-0.7466923604322199,-0.25197828455597876,0.8325650169391895,1.089356632546147,-0.7783021771312978,-0.474409797396029,-0.7052483406486306,-0.27170342177017165,-0.5718784553701517,0.3266365400689545,0.3315543808654667,0.04770130719461309,1,0,0,1,0,0,1,0,1030000,520778
humphry01,1979-07-24,0.2,34.4,0.0,53.9,85,6.6,2.3,2.2,-0.4,34.4,"University of Oklahoma, University of Notre Dame",1st round,2002,80,Ryan Humphrey,Power Forward and Small Forward,Right,235,1979,7,24,-0.9476993101294696,-1.1662942913463752,-1.2930124028164887,-1.0051781344549613,-0.8170562723282789,-1.0360694329083215,-1.0258305171201498,-0.49016287872730835,-0.6495603753401897,-1.393642448565361,0.3315543808654667,0.8098562713096679,1,0,0,1,1,0,1,0,3430200,2177793
humphja01,1962-10-17,5.5,47.6,29.7,78.2,788,13.9,11.1,2.5,45.0,49.1,University of Colorado,1st round,1984,75,Jay Humphries,Shooting Guard and Point Guard,Right,185,1962,10,17,2.603423467855276,0.46464777482027847,0.5475021559807022,0.5465656106098843,1.2786459525546254,0.3306356801715904,0.7373714534732057,-0.3590872045530264,0.8838131753727364,0.3747562320587254,-1.0888701741825784,-1.095531138977969,1,1,1,0,0,0,0,1,7832500,6207443
humphkr01,1985-02-06,0.7,46.3,29.3,70.0,800,15.4,6.7,5.4,30.3,46.9,University of Minnesota,1st round,2004,81,Kris Humphries,Small Forward and Power Forward,Right,235,1985,2,6,-0.6126877273007201,0.3040246925462894,0.5227140811147468,0.022931918859607107,1.3144189635056849,0.6114654979277366,-0.14422953182347198,0.9079776457983668,0.38732438252075374,0.11009792611498426,0.6156392918750757,0.8098562713096679,1,0,0,1,1,0,1,0,62188258,33060280
huntebr01,1980-11-24,0.3,47.6,0.0,48.8,67,12.5,3.3,2.8,0.7,47.6,Ohio University,2nd round,2003,79,Brandon Hunter,Power Forward,Right,260,1980,11,24,-0.8806969935637197,0.46464777482027847,-1.2930124028164887,-1.330852747616719,-0.8707157887548682,0.06852785026585383,-0.8254666568254503,-0.22801153037874444,-0.6124081527458237,0.19430738709708392,0.04746946985585768,1.7625499764534862,1,0,0,0,1,0,1,0,986977,619132
hunteli01,1970-12-03,2.7,38.8,36.0,74.6,937,12.1,8.5,2.2,32.9,45.8,"Alcorn State University, Jackson State University",1st round,1993,74,Lindsey Hunter,Point Guard and Shooting Guard,Right,170,1970,12,3,0.7273586040142784,-0.6226469359574909,0.9379143351195003,0.31667764837805484,1.722827505196948,-0.006360101135785245,0.21642541670698706,-0.49016287872730835,0.4751387268347098,-0.022231226856886298,-1.3729550851921872,-1.66714736206426,1,1,1,0,0,0,0,1,34640600,22605510
huntest01,1981-10-31,0.2,56.0,0.0,48.5,400,13.0,4.5,3.2,10.6,56.0,DePaul University,1st round,2001,84,Steven Hunter,Power Forward and Center,Right,220,1981,10,31,-0.9476993101294696,1.5025199987445121,-1.2930124028164887,-1.3500100778027047,0.12198526513703378,0.16213778951790256,-0.5850300244718108,-0.05324396481303491,-0.27803814939652927,1.2048209188822758,1.4678940249039027,0.23824004822337677,1,0,0,0,1,1,1,0,22365366,13156287
